stop_id,stop_name,stop_lat,stop_lon
5119,Via Diaz - Diaz Str.,46.502942,11.342906
512,Casa della Cultura - Vereinshaus,46.589386,11.147072
5120,Piazza Dogana - Zollstange,46.500211,11.360797
5122,Via De Lai - De Lai Str.,46.499356,11.359506
5124,Via Perathoner - Perathoner Str.,46.497036,11.355883
5125,Via Perathoner - Perathoner Str.,46.496975,11.356047
5126,Pie' di Virgolo - Untervirgl,46.492975,11.352428
5127,Pie' di Virgolo - Untervirgl,46.492481,11.351464
5128,Via Trento - Trienterstr.,46.490039,11.347144
5129,Via Trento - Trienterstr.,46.489947,11.347097
513,Chiesa - Kirche,46.590525,11.145444
5130,Piazza Nikoletti - Nikoletti Platz,46.485869,11.345147
5131,Piazza Nikoletti - Nikoletti Platz,46.485928,11.345094
5132,Via del Parco - Parkstr.,46.487564,11.346083
5133,Via del Parco - Parkstr.,46.487267,11.345794
5134,Via S. Geltrude - St. Gertraud Weg,46.487356,11.347722
5135,Via S. Geltrude - St. Gertraud Weg,46.487525,11.347547
5136,Via S. Vigilio - St. Vigilstr.,46.486253,11.348536
5137,Scuola G. Rodari - G. Rodari Schule,46.483900,11.347242
5138,Via C. Weinegg bassa - Untere Weinegg St,46.482256,11.347303
5139,Bivio Castel Flavon - Abzw. Haselburg,46.482183,11.349353
514,Casa della Cultura - Vereinshaus,46.589383,11.147117
5140,Via C. Weinegg alta - Obere Weinegg Str.,46.481367,11.346239
5141,Via Weinegg rot. - Weinegg Str. Wendepl.,46.480503,11.343717
5142,Scuola Enrico Fermi - Enrico Fermi Schul,46.486447,11.349650
5143,Piazza Adriano - Hadrianplatz,46.495197,11.338439
5144,Piazza Adriano - Hadrianplatz,46.495064,11.338686
5145,Via Amalfi - Amalfi Str.,46.495117,11.331492
5146,Via Amalfi - Amalfi Str.,46.495164,11.333153
5147,Via Sorrento - Sorrento Str.,46.494997,11.329258
5148,Via Sorrento - Sorrento Str.,46.494853,11.327722
5149,Via Positano - Positano Str.,46.494719,11.324239
515,- Mayenburg,46.591967,11.147828
5150,Via Positano - Positano Str.,46.494686,11.324856
5153,Bivio Via Resia - Abzw. Reschenstr.,46.494208,11.315403
5154,Bivio Via Resia - Abzw. Reschenstr.,46.494147,11.315458
5155,Ospedale - Krankenhaus,46.499575,11.309222
5156,Ospedale - Krankenhaus,46.499644,11.309133
5158,Padiglione W - Gebäude W,46.499031,11.314400
5159,Bivio Poligono - Abzw. Schießstand,46.501444,11.312572
516,- Burgwies,46.595686,11.147469
5160,Bivio Poligono - Abzw. Schießstand,46.501553,11.312975
5161,Via S. Maurizio - Moritzingerweg,46.502214,11.318286
5162,Via S. Maurizio - Moritzingerweg,46.502228,11.318150
5163,Via Vittorio Veneto Caserme-Vittorio Ven,46.503189,11.325322
5164,Via Vittorio Veneto Caserme-Vittorio Ven,46.503269,11.324803
5165,Via Eisenkeller - Eisenkellerweg,46.502683,11.330114
5166,Via Eisenkeller - Eisenkellerweg,46.502794,11.329814
5167,Piazza Gries - Grieser Platz,46.502997,11.334319
5168,Piazza Gries - Grieser Platz,46.502847,11.334611
5169,Via della Zecca - Münzbankweg,46.501911,11.337678
517,- Gasser,46.598669,11.144022
5170,Via della Zecca - Münzbankweg,46.501997,11.338444
5171,Palasport - Stadthalle,46.490581,11.316328
5172,Palasport - Stadthalle,46.491111,11.316114
5173,Via Glorenza - Glurnser Weg,46.488436,11.317694
5174,Via Glorenza - Glurnser Weg,46.488508,11.317706
5175,Via Malles - Malserstr.,46.486750,11.318756
5176,Via Malles - Malserstr.,46.487044,11.318672
5177,Via Resia S. Pio X - Reschenstr. S. Pio,46.484297,11.320314
5178,Via Resia S. Pio X - Reschenstr. S. Pio,46.483881,11.320592
5179,Ponte Resia - Reschenbrücke,46.482369,11.322272
518,- Platteid,46.604106,11.148047
5180,Ponte Resia - Reschenbrücke,46.482536,11.322178
5181,Ex Magnesio,46.479389,11.329086
5182,Ex Magnesio,46.478778,11.328842
5183,Via Edison - Edison Str.,46.477064,11.327661
5184,Via Edison - Edison Str.,46.476278,11.327311
5185,Fiera - Messe,46.473583,11.325544
5186,Fiera - Messe,46.473558,11.325647
5187,Parcheggio FERCAM - FERCAM Parkplatz,46.469772,11.323169
5188,Parcheggio FERCAM - FERCAM Parkplatz,46.469689,11.323322
5189,Via Einstein - Einstein Str.,46.468522,11.326531
519,S. Giorgio - St. Georg,46.599422,11.156497
5190,Via Einstein - Einstein Str.,46.468617,11.327531
5191,Aeroporto - Flughafen,46.467275,11.330728
5192,Aeroporto - Flughafen,46.467303,11.331147
5193,Via Johann Kravogl - Johann Kravogl Str.,46.469339,11.329697
5194,Via Johann Kravogl - Johann Kravogl Str.,46.469369,11.329561
5195,Palaonda - Eiswelle,46.472856,11.331297
5196,Palaonda - Eiswelle,46.473061,11.331269
5197,Via Pietro Gobetti - Pietro Gobetti Str.,46.475278,11.332431
5198,Via Pietro Gobetti - Pietro Gobetti Str.,46.475608,11.332533
5199,Acciaierie - Stahlwerke,46.478917,11.334211
520,Via Palade - Gampenstr.,46.606844,11.151197
5201,Via Barletta - Barletta Str.,46.485186,11.320681
5202,Via Barletta - Barletta Str.,46.485211,11.320661
5203,Via Bari - Bari Str.,46.485631,11.322031
5204,Parco delle Semirurali - Semirurali Park,46.486528,11.324472
5205,S. Maria in Augia - Maria in der Au,46.487856,11.326872
5207,Via Montecassino - Montecassino Str.,46.489233,11.325442
5208,Via Udine - Udine Str.,46.490236,11.326683
5209,Via Milano - Mailandstr.,46.489903,11.329633
521,Parcheggio Gampen - Gampenparkplatz,46.614517,11.143044
5210,Via Aosta - Aosta Str.,46.489603,11.332478
5211,Piazza Matteotti - Matteotti Platz,46.490306,11.336883
5212,Via Torino - Turinstr.,46.491258,11.339567
5213,Via Firenze - Florenzerstr.,46.492139,11.340908
5214,Regina Pacis,46.491689,11.336578
5215,Via Palermo - Palermo Str.,46.491922,11.332486
5216,Scuola S. F. Neri - S. F. Neri Schule,46.488978,11.331483
5217,Via Cagliari - Cagliari Str.,46.488358,11.329561
5218,Via Alessandria - Alessandria Str.,46.488781,11.322881
522,Via Cermes - Tschermserweg,46.623131,11.145706
5220,Via Sassari alla Torre - Sassari Str. al,46.488325,11.319472
5221,Via Parma - Parma Str.,46.490131,11.320344
5223,Bivio S. Genesio - Abzw. Jenesien,46.509983,11.347758
5224,Bivio S. Genesio - Abzw. Jenesien,46.509967,11.347672
5225,Ponte S. Antonio - St. Anton Brücke,46.512503,11.350114
5226,Ponte S. Antonio - St. Anton Brücke,46.512394,11.349889
5229,Lama Bolzano,46.480594,11.325411
523,Via Cermes - Tschermserweg,46.623131,11.145706
5230,Lama Bolzano,46.480692,11.325244
5235,Ex Alumix,46.479203,11.333772
5236,Ex Alumix,46.479558,11.332233
5237,IVECO,46.480522,11.329917
5238,Via Siemens - Siemens Str.,46.483100,11.334600
5239,Via Siemens - Siemens Str.,46.482803,11.332636
524,Via Grassau - Grassauerstr.,46.635083,11.146394
5240,Via Lancia SEAB - Lancia Str. SEAB,46.484242,11.336669
5241,Ponte Roma - Rombrücke,46.490533,11.342139
5242,Via Lancia SEAB - Lancia Str. SEAB,46.484972,11.336944
525,Via Grassau - Grassauerstr.,46.635378,11.147453
5250,Via Castel Flavon - Kuepachweg,46.483542,11.349292
5253,Parcheggio Bz Centro - Parkhaus Bz Mitte,46.494544,11.355981
5254,Via Macello Loacker - Schlachthofstr. Lo,46.494939,11.357839
5255,Cineplexx,46.493792,11.360603
5256,Via Mayr Nusser - Mayr Nusser Str.,46.493247,11.363061
5257,Funivia del Colle - Kohlerer Seilbahn,46.491100,11.368406
5259,Ponte Campiglio - Kampillerbrücke,46.492389,11.368936
526,Carabinieri,46.637633,11.150525
5260,Mag. Generali - Allgemeines Lagerhaus,46.495392,11.368075
5261,via Macello ex Gorio - Schlachthofstr. e,46.496142,11.368236
5262,V. Canonico Gamper-Kanonikus Gamper Str.,46.497925,11.365328
5263,V. Canonico Gamper-Kanonikus Gamper Str.,46.497942,11.365803
5264,S. Maria in Augia - Maria in der Au,46.487775,11.326667
5265,Parco delle Semirurali - Semirurali Park,46.486483,11.324283
5266,Via Gaismair - Gaismair Str.,46.495378,11.335306
5267,Via Gaismair - Gaismair Str.,46.495247,11.334792
5268,Cimitero di Bronzolo - Friedhof Branzoll,46.409539,11.328256
5269,Via Ortles - Ortlerstr.,46.482917,11.318944
527,Carabinieri,46.637756,11.150533
5270,Via Ortles - Ortlerstr.,46.483067,11.319717
5272,Casanova - Kaiserau,46.481628,11.316056
5273,Casanova - Kaiserau,46.480969,11.315139
5274,V. Don N. Sordo - Don N. Sordo Str.,46.490553,11.314931
5275,- Firmian,46.489186,11.316017
528,Via Monte Leone - Lebenbergerstr.,46.646317,11.145489
529,Via Monte Leone - Lebenbergerstr.,46.646306,11.145428
530,Meranarena,46.659469,11.154744
5301,Via Cavour - Cavour Str.,46.501589,11.359675
5302,Via Weggenstein - Weggenstein Str.,46.503622,11.356506
5303,Via S. Osvaldo - Oswaldweg,46.505600,11.354694
5304,Via Beato Arrigo - Selig Heinrich Str.,46.507472,11.354294
5305,Via S. Antonio - St. Anton Str.,46.513075,11.354086
5306,Castel Roncolo - Runkelstein,46.515903,11.358522
5307,Piazza Verdi - Verdi Platz,46.495408,11.353289
5309,Piazza Verdi - Verdi Platz,46.494994,11.354672
531,Meranarena,46.659758,11.155069
5310,Ponte Druso - Drususbrücke,46.494800,11.347019
5311,Ponte Druso - Drususbrücke,46.494967,11.349528
5312,Caserma Carabinieri - Carabinieri Kasern,46.494722,11.344239
5313,Caserma Carabinieri - Carabinieri Kasern,46.494642,11.344131
5314,Via Vicenza - Vicenza Str.,46.494903,11.341397
5315,Via Vicenza - Vicenza Str.,46.494739,11.342108
5317,Funivia S. Genesio - Seilbahn Jenesien,46.514200,11.352572
5319,via Avogadro - Avogadro Str.,46.485294,11.340589
532,Casa di Riposo - Altersheim,46.661150,11.158283
5320,Galileo,46.486942,11.340853
5321,Polizia Municipale - Stadtpolizei,46.486128,11.336628
5322,TIS,46.482536,11.330264
5323,Vigili del Fuoco - Feuerwehr,46.494431,11.319517
5324,Vigili del Fuoco - Feuerwehr,46.494403,11.319772
5325,Via Duca d'Aosta - Duca D'Aosta Str.,46.500214,11.336658
5326,V. Piani di Mezzo-Bozner Boden Mitterweg,46.495422,11.369950
5327,Ponte Campiglio - Kampillerbrücke,46.493289,11.368544
5328,via Macello ex Gorio - Schlachthofstr. e,46.496733,11.367625
5330,Passeggiata dei Castani - Köstenweg,46.481414,11.347642
5331,Via Del Ronco - Neubruchweg,46.492208,11.325983
5332,Via Del Ronco - Neubruchweg,46.491783,11.325936
5333,Via Montecassino - Montecassino Str.,46.489503,11.325433
5334,Scuola Max Valier - Max Valier Schule,46.494328,11.328225
5335,Scuola Max Valier - Max Valier Schule,46.494081,11.328267
5336,Via Alessandria - Alessandria Str.,46.488697,11.322642
5337,Via Sassari alla Torre - Sassari Str. al,46.488369,11.319892
5338,TIS,46.481992,11.330722
5339,Via Michael Pacher - Michael Pacher Str.,46.506011,11.337083
534,Terme  - Thermen,46.668586,11.159122
5340,Bivio Via Volta - Abzw. Voltastr.,46.478886,11.339353
5341,Bivio Via Volta - Abzw. Voltastr.,46.478978,11.339386
5343,Lungodeg. Firmian - Langzeitkr. Firmian,46.490403,11.305147
5344,Lungodeg. Firmian - Langzeitkr. Firmian,46.490650,11.305528
5345,Via Duca d'Aosta - Duca D'Aosta Str.,46.500383,11.336664
535,Piazza Teatro - Theaterplatz,46.670689,11.159200
5351,Via Ospedale - Spitalgasse,46.497628,11.349731
5352,Stazione Bolzano - Bhf Bozen,46.496550,11.357892
5353,Stazione Ponte Adige - Bhf Sigmundskron,46.486025,11.296725
5354,Stazione Ponte Adige - Bhf Sigmundskron,46.485811,11.298125
5358,Stazione Merano - Bhf Meran,46.674217,11.148767
5359,Via degli Artigiani - Handwerkerstr.,46.494372,11.370300
536,Piazza Teatro - Theaterplatz,46.670869,11.158869
5360,- Kampill Center,46.493544,11.376161
5361,S. Vito - St. Veit,46.484511,11.403700
5362,- Stroblwiese,46.484028,11.405908
5363,- Stroblwiese,46.484086,11.405922
5364,Cardano zona Art. - Kardaun Handwerkerz.,46.491942,11.398500
5365,Cardano zona Art. - Kardaun Handwerkerz.,46.491942,11.398500
5366,- Mila Milkon,46.493611,11.381875
5367,S. Vito - St. Veit,46.484539,11.403403
537,Via Alpini - Alpini Str.,46.675103,11.156047
538,Via Alpini - Alpini Str.,46.674997,11.156300
539,Via Goethe - Goethe Str.,46.676481,11.149856
540,Via Goethe - Goethe Str.,46.676258,11.150678
541,Fonte S. Martino - Martinsbrunn,46.684497,11.146036
542,Quarazze - Gratsch,46.682333,11.147406
543,Quarazze - Gratsch,46.682356,11.147361
544,Via Karl Wolf  - Karl Wolf Str.,46.680325,11.151164
545,Via Karl Wolf  - Karl Wolf Str.,46.680522,11.150942
546,Via Mozart - Mozart Str.,46.678892,11.153731
547,Via Mozart - Mozart Str.,46.679044,11.153358
548,Via Donizetti - Donizetti Str.,46.678117,11.155397
549,Via Donizetti - Donizetti Str.,46.678297,11.155156
550,Centro Commerciale - Einkaufszentrum,46.679586,11.132989
551,Centro Commerciale - Einkaufszentrum,46.679636,11.134633
552,Foresta - Forst,46.677953,11.118761
553,Parcheggio - Parkplatz,46.683278,11.074936
55351,via Noldin - Noldin Str.,46.427264,11.336450
554,Tel Ponte - Töll Brücke,46.677247,11.084225
555,Tel Ponte - Töll Brücke,46.677314,11.084175
556,Chiusa Tel - Schleuse Töll,46.680450,11.091864
557,Chiusa Tel - Schleuse Töll,46.680397,11.091783
558,Bivio Plars di Sopra - Abzw. Oberplars,46.683197,11.097075
559,Bivio Plars di Sopra - Abzw. Oberplars,46.683256,11.096133
560,Plars di mezzo - Mitterplars,46.682711,11.106689
561,Plars di mezzo - Mitterplars,46.682636,11.105872
562,- Maratscher,46.684358,11.112892
564,Seggiovia Velloi - Sessellift Vellau,46.685650,11.113942
565,Seggiovia Velloi - Sessellift Vellau,46.685569,11.113797
568,Municipio - Rathaus,46.683358,11.121536
569,Municipio - Rathaus,46.683394,11.121517
572,Stazione Marlengo - Bhf Marling,46.664386,11.138475
573,- Steindl,46.659000,11.140281
574,- Steindl,46.658133,11.140356
575,Paese - Dorf,46.655686,11.140728
576,Paese - Dorf,46.655661,11.140836
577,Cantina di Marlengo - Kellerei Marling,46.647831,11.145756
578,Cantina di Marlengo - Kellerei Marling,46.648567,11.145983
580,S. Maria Assunta - Maria Himmelfahrt,46.667253,11.142258
581,COMBI,46.670078,11.146933
582,COMBI,46.669881,11.146758
583,Via Foro Boario  - Viehmarktstr.,46.672053,11.148786
584,Via Foro Boario  - Viehmarktstr.,46.672175,11.148553
585,Cimitero - Friedhof,46.673647,11.147028
586,Cimitero - Friedhof,46.673400,11.147258
587,Via S. Giuseppe  - St. Josef Str.,46.675878,11.143808
588,Via S. Giuseppe  - St. Josef Str.,46.675767,11.143961
589,Via IV Novembre - 4. November Str.,46.676169,11.145772
590,via IV Novembre - 4. November Str. Neu,46.676375,11.145750
592,- Kaiserhof,46.671256,11.153322
593,- Kaiserhof,46.671278,11.153342
594,Via Otto Huber - Otto Huber Str.,46.671119,11.155408
595,Via Otto Huber - Otto Huber Str.,46.671117,11.155731
6,- Edelweiss,46.678689,11.087256
600,Via S. Francesco - St. Franziskus Str.,46.676908,11.154294
601,Ospedale Vecchio - Altes Krankenhaus,46.677675,11.152239
602,Parcheggio Karl Wolf - Karl Wolf Parkpla,46.675067,11.158458
603,Parcheggio Karl Wolf - Karl Wolf Parkpla,46.674944,11.158689
605,Via Leopardi - Leopardi Str.,46.664717,11.156292
606,Scuola Enrico Toti - Enrico Toti Schule,46.664778,11.152925
607,Via Wolkenstein - Wolkenstein Str.,46.664131,11.151383
608,Via Luis Zuegg - Luis Zuegg Str.,46.661753,11.149531
610,Via Marlengo - Marlingerstr.,46.664608,11.145633
611,Rione Marlengo - Marlinger Viertel,46.663297,11.144544
612,Via Manzoni - Manzoni Str.,46.667786,11.151069
617,Via Parini - Parini Str.,46.665133,11.170967
618,Astoria,46.667833,11.169058
621,Via dei Campi - Feldweg,46.663528,11.174478
622,Via Fink - Finkweg,46.662119,11.176617
623,Via Pienzenau - Pienzenauweg,46.661761,11.178706
624,Via Pienzenau - Pienzenauweg,46.661789,11.179083
625,Tanner,46.660453,11.181572
629,Via Andreas Hofer - Andreas Hofer Str.,46.675464,11.153008
630,- König Laurin,46.679367,11.147711
634,Piazza della Rena - Sandplatz,46.670350,11.164358
635,- Plankenstein,46.668233,11.165564
636,- Plankenstein,46.668028,11.166081
637,Bivio Via Winkel - Abzw. Winkelweg,46.669056,11.168561
638,Bivio Via Winkel - Abzw. Winkelweg,46.669097,11.168564
640,Clinica S. Anna - St. Anna Klinik,46.669433,11.170397
641,Clinica S. Anna - St. Anna Klinik,46.669464,11.170544
642,Parco Schiller - Schillerpark,46.669050,11.171944
643,Parco Schiller - Schillerpark,46.669089,11.171950
644,Piazza Fontana - Brunnenplatz,46.669369,11.174047
645,Piazza Fontana - Brunnenplatz,46.669164,11.173972
647,Villa Maria,46.671658,11.173303
648,Asilo Maia Alta - Kindergarten Obermais,46.672519,11.174139
650,Lazago - Lazag,46.675231,11.176364
651,- Rundegg,46.669897,11.177106
652,Via Ivigna - Ifinger Str.,46.669056,11.179700
653,Via Ivigna - Ifinger Str.,46.668861,11.181361
654,Via Planta - Planta Str.,46.668811,11.184408
655,Ponte Rametz - Rametz Brücke,46.668992,11.185408
658,Bivio Avelengo - Abzw. Hafling,46.671369,11.190503
659,Bivio Avelengo - Abzw. Hafling,46.671417,11.191803
660,Castel Goiano - Schloß Goyen,46.671764,11.194725
661,Castel Goiano - Schloß Goyen,46.671569,11.195608
662,Eremita - Einsiedler,46.671403,11.200483
663,Eremita - Einsiedler,46.671667,11.201319
664,Fun. Merano 2000 - Bergbahn. Meran 2000,46.671006,11.209325
666,- Schwoager,46.667025,11.204208
667,- Schwoager,46.666169,11.204297
668,S.Caterina - St. Kathrein,46.645572,11.211036
669,S.Caterina - St. Kathrein,46.645683,11.211297
671,Paese - Dorf,46.644547,11.225347
672,Parcheggio Nusser - Parkplatz Nusser,46.649322,11.217825
673,Parcheggio Nusser - Parkplatz Nusser,46.650283,11.217150
674,Avelengo di sopra - Oberdorf,46.653461,11.219433
675,Avelengo di sopra - Oberdorf,46.653819,11.219736
676,- Viertl,46.656783,11.221747
677,- Viertl,46.657114,11.222775
678,- Bergheim,46.659044,11.223047
679,- Bergheim,46.659106,11.223400
680,- Tommenknott,46.657364,11.228556
681,- Tommenknott,46.657519,11.228633
682,Villa Schäfer,46.661400,11.232994
683,Villa Schäfer,46.661469,11.232897
684,- Falzeben,46.665344,11.240489
687,Poligono - Schießstand,46.654872,11.184297
688,Via Castel Gatto  - Katzensteinstr.,46.657467,11.182961
689,- Förstler,46.622244,11.186622
690,Depuratore Sinigo - Kläranlage Sinich,46.624147,11.185367
691,Zona art. Sinigo - Handwerkerz. Sinich,46.630064,11.180317
6911,S. Anna - St. Anna,46.607586,11.160058
6912,Scuole Lana - Zollschule Lana,46.607394,11.164900
6913,Scuole Lana - Zollschule Lana,46.607519,11.165367
6919,Narano - Naraun,46.574822,11.161789
692,Zona art. Sinigo - Handwerkerz. Sinich,46.629464,11.180644
6920,Narano - Naraun,46.574608,11.161728
6921,- Longnui,46.568272,11.167664
6922,- Longnui,46.567936,11.168114
6923,Piazza Paese - Dorfplatz,46.563586,11.169411
6924,Piazza Paese - Dorfplatz,46.563664,11.169514
6925,Prissiano - Prissian,46.554181,11.179414
693,SunEdison,46.634056,11.177503
694,SunEdison,46.634156,11.177458
695,Via Enrico Fermi - Enrico Fermi Str.,46.636939,11.176003
696,Via Enrico Fermi - Enrico Fermi Str.,46.637517,11.175667
697,Via Enrico Tellini - Enrico Tellini Str.,46.642386,11.178056
698,Via Enrico Tellini - Enrico Tellini Str.,46.642169,11.177806
699,P. Vittorio Veneto - Vittorio Veneto Pl.,46.645239,11.179811
700,P. Vittorio Veneto - Vittorio Veneto Pl.,46.645231,11.179769
701,Ponte Mangione - Mangione Brücke,46.647364,11.177781
702,Ponte Mangione - Mangione Brücke,46.647103,11.178264
703,Latteria Sociale Merano - Milchhof Meran,46.653494,11.173522
704,Latteria Sociale Merano - Milchhof Meran,46.653614,11.172933
705,Piazza S. Vigilio - Vigilplatz,46.655881,11.169161
706,Piazza S. Vigilio - Vigilplatz,46.656622,11.168283
707,Via Fornaio - Bäckergasse,46.657647,11.167122
708,Via Fornaio - Bäckergasse,46.657933,11.166703
709,Via Hagen - Hagengasse,46.660289,11.165394
710,Via Hagen - Hagengasse,46.660250,11.165364
711,Piazza Kofler - Kofler Platz,46.662025,11.163981
